,programTitle,infoCat,region,url,description,organization,contact,page
578,['Canadian Bison Association'],['Guides/Information'],[' Across Canada '],['https://www.canadianbison.ca/'],"['\nThe Canadian Bison Association is responsible for providing guidance on a number of issues including: marketing, animal health, research, animal identification, government liaison, trade, traceability, the bison registry, conservation and other developmental initiatives.\n']",['\nCanadian Bison Association\n'],['\n200 - 1660 Pasqua St. P.O. Box 3116 Regina SK S4P 3G7\n1-306-522-4766\n1-306-522-4768\n\ncba1@sasktel.net\n\n'],6
579,"[""Canadian Blonde d'Aquitaine Association""]",[],[' Across Canada '],['http://www.canadianblondeassociation.ca/'],"[""\nPromotes the Blonde d'Aquitaine beef breed to livestock breeders across Canada.\n""]","[""\nCanadian Blonde d'Aquitaine Association\n""]","['\n2417 Holly Lane, Ottawa, ON, K1V 0M7\n1-613-731-7110\n1-613-731-0704\n\ncbda@clrc.ca\n\n']",6
580,['Canadian Bottled Water Association'],[],[' Across Canada '],['https://www.cbwa.ca/'],['\nRepresents the Canadian bottled water industry and ensures a high standard of quality.\n'],['\nCanadian Bottled Water Association\n'],"['\n7357 Woodbine Avenue, Suite 617, Markham, ON, L3R 6L3\n1-416-618-1763\n1-877-354-2788\n\ngriswold@cbwa.ca\n\n']",6
581,['Canadian Brown Swiss and Braunvieh Association'],[],[' Across Canada '],['http://browncow.ca/'],"['\nEncourages, develops and regulates the breeding of Brown Swiss dairy cattle and Braunvieh beef cattle in Canada.\n']",['\nCanadian Brown Swiss and Braunvieh Association\n'],"['\n20 Corporate Place, Brantford, ON, N3T 5R4\n1-519-756-4720\n1-519-763-3502\n\nbrownswiss@holstein.ca\n\n']",6
582,['Canadian Canola Growers Association'],[],[' Across Canada '],['http://www.ccga.ca/'],"['\nAt the Canadian Canola Growers Association (CCGA), our vision is “helping farmers succeed” and our mission is “to influence national and international issues, programs and policies to enhance the success of Canadian canola farmers”.\n']",['\nCanadian Canola Growers Association\n'],['\n1-204-788-0090\n1-613-232-0223\n1-866-745-2256\n1-204-788-0039\n'],6
583,['Canadian Cattle Identification Agency'],[],[' Across Canada '],['https://www.canadaid.ca/'],['\nProvides leadership and services to the livestock industry.\n'],['\nCanadian Cattle Identification Agency\n'],"['\n7646–8 Street, NE Calgary, AB, T2E 8X4\n1-403-275-2083\n1-877-909-2333\n\ninfo@canadaid.ca\n\n']",6
584,['Canadian Cattlemen’s Association'],[],[' Across Canada '],['http://www.cattle.ca/'],"[""\nThe Canadian Cattlemen's Association (CCA) structure represents every phase of the production system; the purebred, cow/calf, backgrounding and feedlot sectors. Our association was founded by producers and is led by a producer-elected board of directors from across Canada.\n""]",['\nCanadian Cattlemen’s Association\n'],['\n1-403-275-8558\n1-403-274-5686\n\nfeedback@cattle.ca\n\n'],6
585,['Canadian Centre for Agri-Food Research in Health and Medicine'],[],[' Across Canada '],['http://www.sbrc.ca/ccarm/'],"['\nInvestigates the potential health-related benefits found in nutraceuticals, functional foods, and natural health products.\n']",['\nCanadian Centre for Agri-Food Research in Health and Medicine\n'],"['\n351 Taché Avenue, Winnipeg, MB, R2H 2A6\n1-204-235-3206\n1-204-235-0793\n\ninfo@sbrc.ca\n\n']",6
586,['Canadian Charolais Association'],[],[' Across Canada '],['https://charolais.com/'],"['\nPromotes Charolais cattle, and acts as the official breed registry for Charolais cattle in Canada.\n']",['\nCanadian Charolais Association\n'],"['\nCraig Scott\n2320-41st Ave NE, Calgary, AB, T2E 6W8\n1-403-250-9242\n1-403-291-9324\n\ncscott@charolais.com\n\n']",6
587,['Canadian Christmas Tree Growers'],[],[' Across Canada '],['https://canadianchristmastrees.ca/'],['\nProvides members with information about sustainable Christmas tree business practices.\n'],['\nCanadian Christmas Tree Growers\n'],['\nShirley Brennan\n1-416-949-2498\n\nshirleyinhockley@yahoo.ca\n\n'],6
588,['Canadian Co-operative Wool Growers Limited'],[],[' Across Canada '],['https://www.wool.ca/'],['\nProvide Canadian sheep producers and shareholders with a competitive wool marketing and livestock supply service.\n'],['\nCanadian Co-operative Wool Growers Limited\n'],"['\nBox 130, 142 Franktown Road, Carleton Place, ON, K7C 3P3\n1-613-257-2714\n1-800-488-2714\n1-613-257-8896\n\nccwghq@wool.ca\n\n']",6
589,['Canadian Commercial Corporation (CCC)'],[],[' Across Canada '],['https://www.ccc.ca/'],['\nThe Canadian Commercial Corporation (CCC) helps Canadian exporters sell products and services abroad — and helps foreign governments purchase Canadian solutions to satisfy their national procurement priorities.\n'],['\nCanadian Commercial Corporation\n'],['\n1-613-996-0034\n1-800-748-8191\n1-613-995-2121\n\ninfo@ccc.ca\n\n'],6
590,['Canadian Dairy Commission'],[],[' Across Canada '],['http://www.cdc-ccl.gc.ca/CDC/index-eng.php'],['\nThe Canadian Dairy Commission is a Crown corporation which was established in 1966 with the mandate of coordinating federal and provincial dairy policies and creating a control mechanism for milk production which would help stabilize revenues and avoid costly surpluses.\n'],['\nCanadian Dairy Commission\n'],['\n1-613-792-2000\n1-613-792-2082\n1-613-792-2009\n\ncdc-ccl@cdc-ccl.gc.ca\n\n'],6
591,['Canadian Dairy Information Centre'],[],[' Across Canada '],['https://www.dairyinfo.gc.ca/index_e.php'],['\nThe Canadian Dairy Information Centre (CDIC) is a unique Internet reference for statistics and market information on the Canadian dairy industry.\xa0\xa0'],['\nCanadian Dairy Information Centre\n'],"['\n1342 Baseline Road, Tower 5, 4th Floor, Ottawa, ON, K1A 0C5\n1-613-773-0200\n\naafc.cdic-ccil.aac@canada.ca\n\n']",6
592,['Canadian Dairy Network'],[],[' Across Canada '],['https://www.cdn.ca/home.php'],['\nSupports the development of a prosperous and sustainable Canadian dairy industry.\n'],['\nCanadian Dairy Network\n'],"['\n660 Speedvale Avenue West, Suite 102 Guelph, ON, N1K 1E5\n1-519-767-9660\n1-519-767-6768\n']",6
593,['Canadian Dairy Research Portal'],[],[' Across Canada '],['https://www.dairyresearch.ca/'],['\nThe site contains a vast collection of dairy cattle research results and knowledge at your fingertips.\n'],['\nDairy Farmers of Canada\n'],['\n\ninfo@dairyresearch.ca\n\n613-236-9997 519-767-9660\n'],6
594,['Canadian Dexter Cattle Association'],['Guides/Information'],[' Across Canada '],['https://www.dextercattle.ca/'],['\nProvides information about Dexter cattle in Canada.\n'],['\nCanadian Dexter Cattle Association\n'],"['\nRon Black\n2417 Holly Lane, Ottawa, ON, K1V 0M7\n1-613-731-7110\n1-877-833-7110\n1-613-731-0704\n\nron.black@clrc.ca\n\n']",6
595,['Canadian Drought Monitor'],[],[' Across Canada '],['https://agriculture.canada.ca/en/agriculture-and-environment/drought-watch-and-agroclimate/canadian-drought-monitor'],"[""\nThe Canadian Drought Monitor (CDM) is Canada's official source for the monitoring and reporting of drought in Canada.\n""]",['\nAgriculture Agri-Food Canada\n'],['\n\naafc.droughtwatch-guetterlasecheresse.aac@agr.gc.ca\n\n1-613-773-2600\n'],6
596,['Canadian Egg and Poultry Processors Council'],[],[' Across Canada '],['https://www.cpepc.ca'],"['\nRepresents processors, packagers, and distributors of chicken, turkey, eggs, and hatcheries in Canada.\n']",['\nCanadian Egg and Poultry Processors Council\n'],"['\nSusan Mallet\n400-1545 Carling Avenue, Ottawa, ON, K1Z 8P9\n\njmlaurin@cpepc.ca\n\n1-613-724-6605\n']",6
597,['Canadian Federation of Agriculture'],[],[' Across Canada '],['https://www.cfa-fca.ca/'],"['\nPromotes the interests of Canadian agriculture producers to ensure the continued development of a trusted, sustainable, and vibrant agriculture sector across Canada.\n']",['\nCanadian Federation of Agriculture\n'],"['\n21 Florence Street, Ottawa, ON, K1P 0W6\n1-613-236-3633\n1-613-236-5749\n\ninfo@canadian-farmers.ca\n\n']",6
598,['Canadian Federation of Independent Grocers'],[],[' Across Canada '],['https://cfig.ca/'],['\nProvides programs for operational excellence and fosters relationships among retailers and suppliers.\n'],['\nCanadian Federation of Independent Grocers\n'],"['\n105 Gordon Baker Road, Suite 401, North York, ON, M2H 3P8\n1-416-492-2311\n1-800-661-2344\n1-416-492-2347\n\ninfo@cfig.ca\n\n']",6
599,['Canadian Food Exporters Association'],[],[' Across Canada '],['https://www.cfea.com/'],"['\nCanadian Food Exporters is a non-profit industry association, focused on the enhancement of export efforts in the Canadian food and beverage industry.\n']",['\nCanadian Food Exporters Association\n'],['\n\ninfo@cfea.com\n\n1-416-639-2110\n1-416-445-3747\n'],6
600,['Canadian Food Inspection Agency'],[],[' Across Canada '],['http://www.inspection.gc.ca/eng/1297964599443/1297965645317'],"['\nAdministers acts and regulations, and implements government-wide regulatory initiatives.\n']",['\nCanadian Food Inspection Agency\n'],"['\n1400 Merivale Road, Ottawa, ON, K1A 0Y9\n1-613-773-2342\n1-800-442-2342\n1-800-465-7735\n\ncfia.media.acia@canada.ca\n\n']",7
601,['Canadian Forage and Grassland Association'],[],[' Across Canada '],['https://www.canadianfga.ca/'],['\nRepresents all sectors of the forage and grassland industry.\n'],['\nCanadian Forage and Grassland Association\n'],"['\n466 Queen Street, Fredericton, NB, E3B 1B6\n\ninfo@canadianfga.ca\n\n\nhttps://www.canadianfga.ca/contact/\n\n']",7
602,['Canadian Franchise Association'],[],[' Across Canada '],['https://www.cfa.ca/'],"['\nRepresents the franchise community in Canada, and helps Canadians build businesses.\n']",['\nCanadian Franchise Association\n'],"['\n116-5399 Eglinton Avenue W, Toronto, ON, M9C 5K6\n1-416-695-2896\n1-800-665-4232\n1-416-695-1950\n\ninfo@cfa.ca\n\n']",7
603,['Canadian Galloway Association'],[],[' Across Canada '],['https://www.galloway.ca'],['\nPromotes and regulates the breeding of Galloway cattle in Canada.\n'],['\nCanadian Galloway Association\n'],"['\nRon Black\n2417 Holly Lane, Ottawa, ON, K1V 0M7\n\ngalloway@clrc.ca\n\n1-613-731-0704\n1-613-731-7110\n']",7
604,['Canadian Gelbvieh Association'],[],[' Across Canada '],['https://gelbvieh.ca/'],"['\nRegisters and records the pedigrees of Gelbvieh cattle, and promotes the breed across Canada.\n']",['\nCanadian Gelbvieh Association\n'],"['\n5160 Skyline Way NE, Calgary, AB, T2E 6V1\n1-403-250-8640\n1-403-291-5624\n\ngelbvieh@gelbvieh.ca\n\n\nhttps://gelbvieh.ca/contact.php\n\n']",7
605,['Canadian Goat Genetics'],[],[' Across Canada '],['http://www.goatgenetics.ca/index.cfm'],['\nProvides information dedicated to the promotion of Canadian Goat Genetics.\n'],['\nCanadian Goat Genetics\n'],"['\nBuilding #75, Central Experimental Farm, Ottawa, ON, K1A 0C6\n1-613-233-8872\n1-613-233-8903\n\ninfo@goatgenetics.ca\n\n']",7
606,['Canadian Goat Society'],[],[' Across Canada '],['https://goats.ca/'],"['\nMaintains herd books, provides programs, and promotes the responsible and humane treatment of goats.\n']",['\nCanadian Goat Society\n'],"['\nPO Box 31084, Willow West, Guelph, ON, N1H 8K1\n1-226-332-3166\n\ninfo@goats.ca\n\n']",7
607,['Canadian Grain Commission'],[],[' Across Canada '],['https://www.grainscanada.gc.ca/en/'],['\nThe Canadian Grain Commission regulates grain handling in Canada and establishes and maintains science-based standards of quality for Canadian grain.\n'],['\nCanadian Grain Commission\n'],['\n1-204-984-0506\n1-800-853-6705\n1-866-317-4289\n1-204-983-2751\n\ncontact@grainscanada.gc.ca\n\n'],7
608,['Canadian Greenhouse Conference'],[],[' Across Canada '],['https://www.canadiangreenhouseconference.com/'],['\nConference for commercial growers of crops produced in controlled environments.\n'],['\nCanadian Greenhouse Conference\n'],"['\nP.O. Box 11, Jordan Station, ON, L0R 1S0\n1-905-892-9851\n1-888-437-6161\n\ninfo@canadiangreenhouseconference.com\n\n']",7
609,['Canadian Guernsey Association'],[],[' Across Canada '],['http://www.guernseycanada.ca/'],"['\nClassifies, registers, and provides resources on the Canadian Guernsey cattle industry.\n']",['\nCanadian Guernsey Association\n'],"['\n7660 Mill Road, Guelph, ON, N1H 6J1\n1-519-836-2141\n1-519-763-6582\n\ninfo@guernseycanada.ca\n\n']",7
610,['Canadian Health Food Association'],[],[' Across Canada '],['https://chfa.ca/en/'],['\nSupports and promotes natural health and organic products.\n'],['\nCanadian Health Food Association\n'],"['\n235 Yorkland Blvd, Suite 201, Toronto, ON, M2J 4Y8\n1-800-661-4510\n\ninfo@chfa.ca\n\n']",7
611,['Canadian Hemp Trade Alliance'],[],[' Across Canada '],['http://www.hemptrade.ca/'],['\nThe Canadian Hemp Trade Alliance (CHTA) is a national organization that promotes Canadian hemp and hemp products globally.\n'],['\nCanadian Hemp Trade Alliance\n'],['\n\nhttp://business.hemptrade.ca/info/\n\n'],7
612,['Canadian Hereford Association'],[],[' Across Canada '],['http://www.hereford.ca/'],"['\nRegisters and records the pedigrees of Hereford cattle, and promotes the breed across Canada.\n']",['\nCanadian Hereford Association\n'],"['\n5160 Skyline Way NE, Calgary, AB, T2E 6V1\n1-403-275-2662\n1-888-836-7242\n1-403-295-1333\n\nherefords@hereford.ca\n\n']",7
613,['Canadian Honey Council'],[],[' Across Canada '],['https://honeycouncil.ca/'],"['\nProvides a place where producers, packers, professionals, provincial associations, and government officials can speak and recommend action in the best interests of the Canadian honey bee industry.\n']",['\nCanadian Honey Council\n'],"['\nRod Scarlett\n#218 51519, R.R. 220, Sherwood Park, AB, T8E 1H1\n1-877-356-8935\n\nchc-ccm@honeycouncil.ca\n\n']",7
614,['Canadian Horticultural Council'],[],[' Across Canada '],['https://www.hortcouncil.ca/'],"['\nAdvocates on important issues that impact Canada’s horticultural sector, promotes healthy, safe and sustainable food, and ensures the continued success and growth of the industry.\n']",['\nCanadian Horticultural Council\n'],"['\nBev Appleby\n2200 Prince of Wales, Suite 102, Ottawa, ON K2E 6Z9\n1-613-226-4880\n1-613-226-4497\n\nadmin@hortcouncil.ca\n\n']",7
615,['Canadian Institute of Food Science & Technology'],[],[' Across Canada '],['https://www.cifst.ca/'],['\nRepresents and promotes the food and beverage sector in Canada.\n'],['\nCanadian Institute of Food Science & Technology\n'],"['\nTim Stover\n3390 South Service Road, Suite 305, Burlington, ON, L7N 3J5\n1-844-755-6679\n\ncifst@cifst.ca\n\n']",7
616,['Canadian Institutes of Health Research'],[],[' Across Canada '],['http://www.cihr-irsc.gc.ca/e/193.html'],['\nCollaborates with partners and researchers to support discoveries that improve health and strengthen the Canadian health care system.\n'],['\nCanadian Institutes of Health Research\n'],"['\n160 Elgin Street, 9th Floor, Ottawa, ON, K1A 0W9\n1-613-941-2672\n1-888-603-4178\n1-613-954-1800\n\nsupport-soutien@cihr-irsc.gc.ca\n\n']",7
617,['Canadian International Grains Institute'],[],[' Across Canada '],['https://cigi.ca/'],['\nCanadian International Grains Institute is a not-for profit institute providing pre-market and in-market technical support for the Canadian grain sector.\n'],['\nCanadian International Grains Institute\n'],['\n1-204-983-5344\n\nhttps://cigi.ca/contact_us/\n\n'],7
